ts,open,high,low,close,volume,oi
2026-07-15 15:00:00+05:30,61.0,66.15,58.15,59.55,882440,6311760
2026-07-15 15:01:00+05:30,59.35,61.5,58.2,59.1,187525,6334445
2026-07-15 15:02:00+05:30,58.95,59.45,56.45,58.9,332280,6347250
2026-07-15 15:03:00+05:30,59.25,60.25,58.6,58.8,178425,6301685
2026-07-15 15:04:00+05:30,58.7,61.0,58.65,59.9,285350,6285305
2026-07-15 15:05:00+05:30,59.7,61.5,59.7,60.3,531700,6374290
2026-07-15 15:06:00+05:30,60.2,62.5,59.65,59.8,193765,6325215
2026-07-15 15:07:00+05:30,60.0,62.0,59.75,60.75,239330,6345950
2026-07-15 15:08:00+05:30,60.7,61.3,59.6,59.8,245570,6383065
2026-07-15 15:09:00+05:30,59.9,60.2,58.2,58.65,194545,6382870
2026-07-15 15:10:00+05:30,58.7,59.9,58.3,59.0,207740,6366360
2026-07-15 15:11:00+05:30,59.0,59.7,58.65,59.5,158405,6379750
2026-07-15 15:12:00+05:30,59.55,59.85,58.7,59.3,191685,6417970
2026-07-15 15:13:00+05:30,59.25,59.85,58.8,58.95,134095,6376370
2026-07-15 15:14:00+05:30,59.05,61.95,59.05,61.2,456820,6315530
2026-07-15 15:15:00+05:30,61.3,61.5,58.15,58.65,269230,6299735
2026-07-15 15:16:00+05:30,58.45,59.5,58.1,58.85,233285,6276010
2026-07-15 15:17:00+05:30,58.75,60.5,58.65,59.75,197860,6223490
2026-07-15 15:18:00+05:30,59.75,60.85,59.4,60.5,113685,6201260
2026-07-15 15:19:00+05:30,60.55,61.5,60.2,60.95,292305,6146010
2026-07-15 15:20:00+05:30,61.0,61.5,60.45,60.9,256815,6109155
2026-07-15 15:21:00+05:30,60.95,61.7,59.15,59.15,242190,6091735
2026-07-15 15:22:00+05:30,59.3,59.8,58.0,59.25,324220,6051695
2026-07-15 15:23:00+05:30,59.15,59.9,59.0,59.4,149175,6040320
2026-07-15 15:24:00+05:30,59.55,60.25,59.2,59.65,359320,6141265
2026-07-15 15:25:00+05:30,59.6,60.0,59.0,59.9,587275,6141265
2026-07-15 15:26:00+05:30,60.0,60.7,58.9,59.25,306995,6114485
2026-07-15 15:27:00+05:30,59.3,59.65,58.65,58.9,192920,6115655
2026-07-15 15:28:00+05:30,59.0,59.6,58.6,58.9,319670,6058195
2026-07-15 15:29:00+05:30,59.0,60.7,58.4,59.8,434135,5961345
